"video_id","min_timecode","max_timecode","text.user","text.auto"
"LeNwK3CCSzg","00:00:04","00:00:05","- Welcome to Good Mythical More.","welcome to good mythical more um"
"LeNwK3CCSzg","00:00:05","00:00:07","","you're curious"
"LeNwK3CCSzg","00:00:07","00:00:09","You're curious about a couple of things.","about a couple of things how"
"LeNwK3CCSzg","00:00:10","00:00:12","How many layers do these onions have?","many layers do these onions have"
"LeNwK3CCSzg","00:00:13","00:00:14","How good are we","how good"
"LeNwK3CCSzg","00:00:15","00:00:17","at predicting how many layers these onions have?","are we at predicting how many layers these are"
"LeNwK3CCSzg","00:00:17","00:00:19","- Do different types of onions, based on size,","different types of onions based on size have different"
"LeNwK3CCSzg","00:00:19","00:00:21","have different number of layers, like trees?","number of layers like trees right"
"LeNwK3CCSzg","00:00:21","00:00:23","- Right, and what else, what, what?","and um what else what"
"LeNwK3CCSzg","00:00:24","00:00:25","- How old is the onion?","what how old is the onion here"
"LeNwK3CCSzg","00:00:26","00:00:27","- One year for every layer.","for every layer we're not gonna know that but"
"LeNwK3CCSzg","00:00:28","00:00:30","but what are these onions called?","what what are these onions called we're going to answer all"
"LeNwK3CCSzg","00:00:30","00:00:32","We're gonna answer all these questions and more","these questions and more"
"LeNwK3CCSzg","00:00:33","00:00:33","","over"
"LeNwK3CCSzg","00:00:34","00:00:37","over the next approximately, I don't know, 11 minutes.","the next approximately i don't know 11 minutes it's"
"LeNwK3CCSzg","00:00:37","00:00:39","- Right, it's usually longer. - You're in the right place.","usually long you're in the right place they've"
"LeNwK3CCSzg","00:00:40","00:00:40","- They've got longer than that.","gotten longer than that"
"LeNwK3CCSzg","00:00:41","00:00:42","- You're in the right place.","you're in the right place but"
"LeNwK3CCSzg","00:00:42","00:00:45","- But first, we're going to give","first we're going to give a 30"
"LeNwK3CCSzg","00:00:45","00:00:48","a $30 Mythical.com gift card to","mythical.com gift card to tj"
"LeNwK3CCSzg","00:00:48","00:00:49","TJ!","because tj"
"LeNwK3CCSzg","00:00:49","00:00:52","Because TJ has been repping that merch out in the wild.","has been repping that merch"
"LeNwK3CCSzg","00:00:52","00:00:54","- [Link] TJ, working that mask.","working that matters"
"LeNwK3CCSzg","00:00:56","00:00:57","Let's give TJ $50.","let's give tj 50."
"LeNwK3CCSzg","00:00:58","00:00:58","You know what, let's not.","you know what let's"
"LeNwK3CCSzg","00:00:59","00:01:00","Let's just give him 30.","not let's just give him 30."
"LeNwK3CCSzg","00:01:00","00:01:03","(crew laughing) - What?","i don't know i thought about giving you 50"
"LeNwK3CCSzg","00:01:04","00:01:06","but we're only gonna give you 30, you just lost $20.","we're going to give you 30. you just lost 20 hey tj you're getting"
"LeNwK3CCSzg","00:01:06","00:01:08","- Hey TJ, you're getting a $30 gift card,","a 30 gift card but know that for"
"LeNwK3CCSzg","00:01:08","00:01:10","but know that for a second Link considered giving you 50.","a second link considered giving you 50."
"LeNwK3CCSzg","00:01:11","00:01:11","- You know what, let's give him 10","you know what let's give him 10"
"LeNwK3CCSzg","00:01:12","00:01:14","because he was sore about it.","because he had he was sore about it no we're not"
"LeNwK3CCSzg","00:01:14","00:01:15","- No, we're not going down.","going down all right we're"
"LeNwK3CCSzg","00:01:15","00:01:17","- All right, we're gonna give you 30.","going to give you 30. you're going to get 30."
"LeNwK3CCSzg","00:01:18","00:01:20","- We're gonna be $30, 2021,","we're going to be 30 20 21."
"LeNwK3CCSzg","00:01:21","00:01:23","we're gonna give you a $30 gift card.","we're going to give you uh a 30 gift card you should just"
"LeNwK3CCSzg","00:01:23","00:01:26","- You should just stick with not ever talking about numbers.","stick with not ever talking about numbers which"
"LeNwK3CCSzg","00:01:27","00:01:29","Which, you know, it brings us to our game.","you know it brings us to our game um we're going"
"LeNwK3CCSzg","00:01:30","00:01:31","We're gonna guess how many layers are in these onions.","to guess how many layers are in these onions"
"LeNwK3CCSzg","00:01:32","00:01:35","- Well, I mean, so this game involves numbers and knives.","well i mean so this game involves numbers and knives"
"LeNwK3CCSzg","00:01:35","00:01:36","- Okay, listen-","knife"
"LeNwK3CCSzg","00:01:37","00:01:38","- [Stevie] Knife, singular.","knives knife singular lots of"
"LeNwK3CCSzg","00:01:38","00:01:40","- Lots of things have changed.","things have changed yeah i don't have"
"LeNwK3CCSzg","00:01:40","00:01:41","- Yeah, I don't have one.","but that is not"
"LeNwK3CCSzg","00:01:42","00:01:43","- I don't have one.","one of them i don't have one okay"
"LeNwK3CCSzg","00:01:43","00:01:44","- Okay, Stevie- - Yes?","uh stevie"
"LeNwK3CCSzg","00:01:44","00:01:46","- You know what kinds of onions these are, right?","you know what kinds of onions these are right oh i do"
"LeNwK3CCSzg","00:01:46","00:01:47","- [Stevie] Oh, I do, yeah.","don't"
"LeNwK3CCSzg","00:01:47","00:01:48","- Don't, don't, don't, don't tell us!","don't don't tell us okay"
"LeNwK3CCSzg","00:01:49","00:01:49","- [Stevie] Okay.","i feel like this first one's a yellow"
"LeNwK3CCSzg","00:01:49","00:01:50","- I feel like this first one's a yellow onion.","onion"
"LeNwK3CCSzg","00:01:50","00:01:51","- All right, so, okay.","all right so okay"
"LeNwK3CCSzg","00:01:52","00:01:53","Well, I think that","well i think that"
"LeNwK3CCSzg","00:01:53","00:01:55","","the more you tell me"
"LeNwK3CCSzg","00:01:55","00:01:56","the more you tell me what they are,","what they are the"
"LeNwK3CCSzg","00:01:56","00:01:59","the more I'll have a bank of guesses.","more i'll i'll have a bank of guesses this"
"LeNwK3CCSzg","00:01:59","00:02:01","This is, I think this is a red onion.","is i think this is a red onion"
"LeNwK3CCSzg","00:02:02","00:02:04","- And I think this, okay,","i think th this okay the difference"
"LeNwK3CCSzg","00:02:04","00:02:07","the difference between yellow and sweet is very, very close,","between yellow and sweet is very very close but this"
"LeNwK3CCSzg","00:02:07","00:02:08","but this is yellow and this is sweet.","is yellow and this is sweet"
"LeNwK3CCSzg","00:02:09","00:02:10","- This is a white onion.","this is a white onion this is white"
"LeNwK3CCSzg","00:02:10","00:02:11","- This is white. - A white onion.","white onion"
"LeNwK3CCSzg","00:02:12","00:02:13","- That's a pearl onion, one of my favorites.","that's a pearl onion one of my favorite oh"
"LeNwK3CCSzg","00:02:13","00:02:14","- Oh, is that a pearl onion?","is that a pearl onion is that"
"LeNwK3CCSzg","00:02:15","00:02:15","- Yeah- - Is that what a pearl onion?","one slightly smaller"
"LeNwK3CCSzg","00:02:16","00:02:17","- And slightly smaller than a pearl onion is a-","than a pearl onion is a string"
"LeNwK3CCSzg","00:02:18","00:02:19","- String all these up on a pearl necklace.","all these up on a pearl necklace cipollini"
"LeNwK3CCSzg","00:02:19","00:02:21","- Cipollini, Cipollini onion.","string all these up on a pearl necklace cipollini sipolini onion"
"LeNwK3CCSzg","00:02:21","00:02:22","",""
"LeNwK3CCSzg","00:02:22","00:02:24","- What, ho.","you don't know about"
"LeNwK3CCSzg","00:02:24","00:02:25","- You don't know about Cipollinis?","sipolini's what"
"LeNwK3CCSzg","00:02:25","00:02:27","- What have you been reading?","have you been reading"
"LeNwK3CCSzg","00:02:27","00:02:28","","i think"
"LeNwK3CCSzg","00:02:29","00:02:29","- Do you have an earpiece?","you have an earpiece i cook"
"LeNwK3CCSzg","00:02:30","00:02:31","(crew laughs) - I cook a lot.","lot have you not"
